username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink
BriannaMHdz	10/9/16 15:55	2	3	Get you a friend who wants to get pedicures at 11 am					
lisneyworld	10/9/16 15:55	4	17	Taco Bell cashier: were you here earlier? Me: *sweats*				7.85252E+17	https://twitter.com/lisneyworld/status/785252417801629696
emilyvasquez96	10/9/16 15:55	0	0	Taco Bell n degrassi				7.85252E+17	https://twitter.com/emilyvasquez96/status/785252401653485572
Sondoman	10/9/16 15:55	2	31	@GoldGloveTV I guesssss I could go for some Taco Bell crunchy tacos pic.twitter.com/xVxONPCDi3		@GoldGloveTV		7.85252E+17	https://twitter.com/Sondoman/status/785252381453725696
cambrian_era	10/9/16 15:54	0	4	Today					
kyle_robson28	10/9/16 15:54	0	1	S/o to @sarahfeathersss for giving me a free freeze at Taco Bell #clutch		@sarahfeathersss	#clutch	7.85252E+17	https://twitter.com/kyle_robson28/status/785252152679796737
YSBofficialpage	10/9/16 15:54	0	0	No necesitas ir a la Iglesia para ser cristiano. Si vas a Taco Bell 					
sophiemeesee	10/9/16 15:54	0	2	when your parents get taco bell for their anniversary dinner.. :')				7.85252E+17	https://twitter.com/sophiemeesee/status/785252010698289152
AndyyyyE	10/9/16 15:53	0	3	calories I'm eating bc I'm trying to lose weight 3) I am too broke to be eating out 4) I starve myself 5) I just want Taco Bell ugh				7.85252E+17	https://twitter.com/AndyyyyE/status/785251991031156736
DomangueLacey	10/9/16 15:53	2	3	I'll buy you Taco Bell to run me over https:// twitter.com/talynfaulknerr _/status/785251692795363328 ‰Û_				7.85252E+17	https://twitter.com/DomangueLacey/status/785251980813807616
Michal92B	10/9/16 15:53	0	0	Airbnb will let you spend the night in a Taco Bell . #FWx http:// bit.ly/2dZDhEL pic.twitter.com/kKOUu96G9P			#FWx	7.85252E+17	https://twitter.com/Michal92B/status/785251915466543104
ShayRokkzPink	10/9/16 15:53	1	0	Bruh... I wanta throw this Taco Bell away and dive into this pic https:// twitter.com/StopGeekinPlz/ status/785125664240308224 ‰Û_				7.85252E+17	https://twitter.com/ShayRokkzPink/status/785251879227944960
ANetworkService	10/9/16 15:53	0	0	Going to see Maroon 5 with a few people tonight. This show will be AWESOME! ‰ÛÓ feeling excited at Taco Bell Arena http:// fb.me/59zoayR4B				7.85252E+17	https://twitter.com/ANetworkService/status/785251808000094208
loljxnni	10/9/16 15:53	0	0	i didnt get taco bell yesterday and my heart hurts bc of it				7.85252E+17	https://twitter.com/loljxnni/status/785251807417118720
emilyn_doherty	10/9/16 15:52	0	0	@tacobell @busald	Oak Forest				
NiggasStayLying	10/9/16 15:52	0	0	I'm not gonna be satisfied till I eat Taco Bell .				7.85252E+17	https://twitter.com/NiggasStayLying/status/785251625434767360
mmhofs	10/9/16 15:52	0	4	Probably wasn't a good idea for us to have gotten Taco Bell before being stuck in a van together for 7-8 hours...				7.85252E+17	https://twitter.com/mmhofs/status/785251540592230400
moistdamian	10/9/16 15:52	1	4	went to Taco Bell as kind of a joke the other week and now i'm lowkey addicted wtf				7.85252E+17	https://twitter.com/moistdamian/status/785251520660897793
tacobell	10/9/16 15:51	0	0	@ImTheRealSlim That's not okay. @TacoBellTeam can help.		@ImTheRealSlim @TacoBellTeam		7.85251E+17	https://twitter.com/tacobell/status/785251474028634112
CarlyShumaker	10/9/16 15:51	0	0	Uhhhhh					
Hyattsamachan	10/9/16 15:51	0	0	Oh baby					
alyweba	10/9/16 15:51	0	6	"In the most serious voice mod mod confesses bro I think I'm addicted to quesaritos from Taco Bell """""	Kansas				
stvlntns	10/9/16 15:51	2	6	fun drinking game: take a shot everytime my mom sends a Taco Bell order back				7.85251E+17	https://twitter.com/stvlntns/status/785251252653273088
F_Kib	10/9/16 15:50	0	0	Goddammit Taco Bell ...making me hungry at work https:// twitter.com/tacobell/statu s/783834163195420672 ‰Û_				7.85251E+17	https://twitter.com/F_Kib/status/785251228477366272
_SavannahCLee	10/9/16 15:50	4	1	If Taco Bell doesn't open soon I'm going to die				7.85251E+17	https://twitter.com/_SavannahCLee/status/785251226996867072
gnahir22	10/9/16 15:50	0	0	@_amelymar @adriel602 y no tiene taco bell pero si taco maker		@_amelymar @adriel602		7.85251E+17	https://twitter.com/gnahir22/status/785251186370678785
Anijel222	10/9/16 15:50	0	1	I'm at @TacoBell in Altamonte Springs					
depressedpossum	10/9/16 15:50	0	0	taco bell pic.twitter.com/hrO9c2js5t				7.85251E+17	https://twitter.com/depressedpossum/status/785251050144034816
mollywataaaaa	10/9/16 15:50	0	0	Jos owes me $5 I could be using to get Taco Bell rn	Chicopee				
MeganReneeLove	10/9/16 15:49	0	0	Why am i craving Taco Bell ?				7.85251E+17	https://twitter.com/MeganReneeLove/status/785250967402971137
nalynene	10/9/16 15:49	0	0	Should've never ate taco bell				7.85251E+17	https://twitter.com/nalynene/status/785250933907136512
layofhands	10/9/16 15:49	0	1	The taco bell in lynbrook has the best playlist lol				7.85251E+17	https://twitter.com/layofhands/status/785250922943418369
sherb__	10/9/16 15:49	0	0	PokÌ©mon					
Trevor_Amrein	10/9/16 15:49	0	6	Never thought I would say that I miss Taco Bell or McDonalds				7.85251E+17	https://twitter.com/Trevor_Amrein/status/785250768525881345
unsaddening	10/9/16 15:49	0	5	@unsaddening and by the way					
IchigoDumpllngs	10/9/16 15:48	0	1	I need a friend who will bring me 12pck of Cinnabon's from Tacobell when I'm sick				7.85251E+17	https://twitter.com/IchigoDumpllngs/status/785250640020680704
tacobell	10/9/16 15:48	0	0	@Eeelessa That's not right. @TacoBellTeam can help.		@Eeelessa @TacoBellTeam		7.85251E+17	https://twitter.com/tacobell/status/785250564410003456
_annnne26	10/9/16 15:48	0	0	I'm in an ugly snapchat and Taco Bell kinda mood				7.85251E+17	https://twitter.com/_annnne26/status/785250519757402112
raemack	10/9/16 15:48	0	3	"Today at the Taco Bell drive thru everyone at the window yelled SURPRISE it's your lucky day"" and gave me my meal for free and I cried"""				7.8525E+17	https://twitter.com/raemack/status/785250488166088704
ThatForeigner__	10/9/16 15:47	0	0	I'm thinking about starters or taco Bell or both				7.8525E+17	https://twitter.com/ThatForeigner__/status/785250460726796288
Bea_free_spirit	10/9/16 15:47	0	2	I want Taco Bell & a milkshake				7.8525E+17	https://twitter.com/Bea_free_spirit/status/785250405772955648
the_taryntory	10/9/16 15:47	0	0	I keep passing by the Taco Bell and wondering if I should get some just for @AmandaRigitano and @31415inthesky		@AmandaRigitano @31415inthesky		7.8525E+17	https://twitter.com/the_taryntory/status/785250312399368192
tacobell	10/9/16 15:47	0	0	@itsNyTe @TacoBellTeam Maybe one day.		@itsNyTe @TacoBellTeam		7.8525E+17	https://twitter.com/tacobell/status/785250307911462912
runway26left	10/9/16 15:47	0	0	@AirlineFlyer they just opened up the first taco Bell in Albania		@AirlineFlyer		7.8525E+17	https://twitter.com/runway26left/status/785250272616546304
yanssensg	10/9/16 15:47	1	1	@Laurencastellii lit adventures to Taco Bell & Krogers pic.twitter.com/Qv4GVS4kgY		@Laurencastellii		7.8525E+17	https://twitter.com/yanssensg/status/785250256946593792
GekiZolda	10/9/16 15:46	0	1	Also					
imgabiireyes	10/9/16 15:46	0	2	im tryna look cute today but taco bell				7.8525E+17	https://twitter.com/imgabiireyes/status/785250221504593920
Juanito_509	10/9/16 15:46	0	0	Taco bell is wild lmao				7.8525E+17	https://twitter.com/Juanito_509/status/785250141020180481
tacobell	10/9/16 15:46	0	2	@rrebelspook @TacoBellTeam can help.		@rrebelspook @TacoBellTeam		7.8525E+17	https://twitter.com/tacobell/status/785250131717173248
elaina_daviss	10/9/16 15:46	0	10	*does hair/makeup and wears cute outfit for taco bell *				7.8525E+17	https://twitter.com/elaina_daviss/status/785250113207754753
Ivahmartinez1	10/9/16 15:46	0	1	If you know my Taco Bell order .. you can say your one of my good friends :)				7.8525E+17	https://twitter.com/Ivahmartinez1/status/785250096635973633
prorollersmite	10/9/16 15:46	0	0	Currently sitn in the truck debating on if i should order these muscles and lobster or just get drunk and eat taco bell				7.8525E+17	https://twitter.com/prorollersmite/status/785250046476419072
KenziePaige4	10/9/16 15:45	2	2	Taco Bell must want to catch the hands since their baja blast freeze machines are ALWAYS down	North Las Vegas				
Kelsey59690713	10/9/16 15:45	0	0	Taco Bell brought back the Diablo sauce :) http:// ift.tt/2dYjgi3 pic.twitter.com/u3yKxZfxYl				7.8525E+17	https://twitter.com/Kelsey59690713/status/785249837411426305
kasidee21	10/9/16 15:45	0	8	Taco Bell has a tendency of either giving you 50 sauces or just one..				7.8525E+17	https://twitter.com/kasidee21/status/785249830666809344
Kelsey59690713	10/9/16 15:45	0	0	Taco Bell brought back the Diablo sauce :) http:// ift.tt/2dYjgi3 pic.twitter.com/WuIX85TTzx				7.8525E+17	https://twitter.com/Kelsey59690713/status/785249799264210944
CandelaMrtz	10/9/16 15:45	0	1	DespuÌ©s de casi cinco meses sin ir al tacobell 					
unsaddening	10/9/16 15:45	0	2	I'm honestly so pissed off right now I don't know if I should blame Taco Bell or society or the economy for this bullshit				7.8525E+17	https://twitter.com/unsaddening/status/785249754120753152
jaiesham	10/9/16 15:45	0	0	if my aunt don't bring me taco bell ima burt into tears	Methuen Town				
MyAwfulWorld	10/9/16 15:44	0	1	@ashsaple there is no Taco Bell in Mexico because it's American food		@ashsaple		7.8525E+17	https://twitter.com/MyAwfulWorld/status/785249557416284160
hunter_gal90	10/9/16 15:44	0	3	@missmeliss0718 our love for drunk runs to Taco Bell brought us closer		@missmeliss0718		7.8525E+17	https://twitter.com/hunter_gal90/status/785249553142263808
MarissaDena97	10/9/16 15:43	0	2	The quesarito box from Taco Bell is so clutch				7.85249E+17	https://twitter.com/MarissaDena97/status/785249458313318400
tacobell	10/9/16 15:43	1	2	@Indianroyalty86 Love you more.		@Indianroyalty86		7.85249E+17	https://twitter.com/tacobell/status/785249447399653376
HunterTSlaysP	10/9/16 15:43	0	1	@Pkote34 I sell vitamins and Taco Bell is right across the street. And I'm a salty little bitch		@Pkote34		7.85249E+17	https://twitter.com/HunterTSlaysP/status/785249386502717444
sarahmiller3830	10/9/16 15:43	0	0	Craving Taco Bell				7.85249E+17	https://twitter.com/sarahmiller3830/status/785249379443761152
elena_scirocco	10/9/16 15:43	0	1	Nathan and I just spent $20 at taco bell omg				7.85249E+17	https://twitter.com/elena_scirocco/status/785249356840628224
KayBanks92	10/9/16 15:43	0	1	What's the point of Taco Bell asking if you want sauce if they never give it to you?				7.85249E+17	https://twitter.com/KayBanks92/status/785249353912946688
tacobell	10/9/16 15:43	1	1	@RHBCO1 You‰Ûªre halfway there. Tweet us a and another emoji to see what happens. #TacoEmojiEngine pic.twitter.com/4rJ0kVn0wq		@RHBCO1	#TacoEmojiEngine	7.85249E+17	https://twitter.com/tacobell/status/785249306068389889
Dabarndaddy	10/9/16 15:43	0	5	Just destroyed my first Taco Bell since I've been back from deployment . RIP me				7.85249E+17	https://twitter.com/Dabarndaddy/status/785249255296339968
erickjpressman	10/9/16 15:42	0	0	@lukashodge @DelTaco Taco Bell just ain't the same.		@lukashodge @DelTaco		7.85249E+17	https://twitter.com/erickjpressman/status/785249193875083264
kaylabrown123_	10/9/16 15:42	2	2	happy birthday @maddy_olstad hope your day is filled with Taco Bell ily pic.twitter.com/P7FmGTSiFW		@maddy_olstad		7.85249E+17	https://twitter.com/kaylabrown123_/status/785249192625057793
Hard_Times4100	10/9/16 15:42	0	2	Finna get some Taco Bell				7.85249E+17	https://twitter.com/Hard_Times4100/status/785249189412298752
RHBCO1	10/9/16 15:42	0	0	@tacobell @TRadRaddatz r yall feeling okay _ÒCM		@tacobell @TRadRaddatz		7.85249E+17	https://twitter.com/RHBCO1/status/785249174631616517
Pkote34	10/9/16 15:42	0	1	@HunterTSlaysP why are all of your tweets are about vitamins and taco bell ?		@HunterTSlaysP		7.85249E+17	https://twitter.com/Pkote34/status/785249146844372992
katiethcat	10/9/16 15:42	0	1	@tacobell @katiethcat tacobell saga boi		@tacobell @katiethcat		7.85249E+17	https://twitter.com/katiethcat/status/785249146110259200
tacobell	10/9/16 15:42	1	7	@EmilyBalzer If you never do					
DeliveryBSports	10/9/16 15:42	0	2	Case Kennum had Taco Bell at halftime.				7.85249E+17	https://twitter.com/DeliveryBSports/status/785249040363614208
alainadrew	10/9/16 15:42	0	11	Sittin in my car cramming my face w/ Taco Bell before my next rehearsal unaware there's a group of guys staring at me. This is why I'm single				7.85249E+17	https://twitter.com/alainadrew/status/785249000807079937
autttttmnn	10/9/16 15:42	1	0	i want fucking taco bell holy shit				7.85249E+17	https://twitter.com/autttttmnn/status/785248997464080384
Sabricookie	10/9/16 15:41	0	1	@ETOUBlA Alec: i'm going to Taco Bell 					
Neekyyy_	10/9/16 15:41	0	0	think imma go to taco bell before i go to work				7.85249E+17	https://twitter.com/Neekyyy_/status/785248900814811136
tacobell	10/9/16 15:41	0	1	@katiethcat		@katiethcat		7.85249E+17	https://twitter.com/tacobell/status/785248861136691201
Feathertitties	10/9/16 15:41	0	5	Remembering 2012 when I organized a planned parenthood anti-protester protest and nobody showed up so I got Taco Bell . #coolkids	Bellingham				
gonnalooklovely	10/9/16 15:41	0	1	now goin out to a planned dinner at taco bell				7.85249E+17	https://twitter.com/gonnalooklovely/status/785248792773787648
codename_syd	10/9/16 15:41	0	2	why do I always want to take a bath after I eat Taco Bell ?? Weird...				7.85249E+17	https://twitter.com/codename_syd/status/785248789342879744
basedmarth	10/9/16 15:39	0	0	@SnowwyDaCreeper i think...i figured it out now i can go buy taco bell		@SnowwyDaCreeper		7.85248E+17	https://twitter.com/basedmarth/status/785248464699396096
CLaudioCursino	10/9/16 15:39	0	0	@ManchaNFL Mancha					
darianraecollin	10/9/16 15:39	0	1	@Bryana__Lee just wear my Taco Bell shirt cause he said the whole crew can get one haha		@Bryana__Lee		7.85248E+17	https://twitter.com/darianraecollin/status/785248397091418112
cay_money	10/9/16 15:39	0	0	Y'all got me hurt					
SpaceTerrier	10/9/16 15:39	0	5	I want a crunch wrap and I wish Taco Bell delivered because heck if I'm leaving my apartment today				7.85248E+17	https://twitter.com/SpaceTerrier/status/785248386232356864
katkathurtz	10/9/16 15:39	0	9	taco bell taco bell				7.85248E+17	https://twitter.com/katkathurtz/status/785248359330086912
Maynestreams	10/9/16 15:38	0	0	Getting Taco Bell ! Yum!				7.85248E+17	https://twitter.com/Maynestreams/status/785248218103869440
Leroy_2Wangz	10/9/16 15:38	0	0	"@__JMyers you'll really be lit"" wit lil Taco Bell"""		@__JMyers		7.85248E+17	https://twitter.com/Leroy_2Wangz/status/785248164571783169
baylietsp	10/9/16 15:38	0	0	. @TacoBell @getstealz pic.twitter.com/FQRDSnpOan		@TacoBell @getstealz		7.85248E+17	https://twitter.com/baylietsp/status/785248149577359361
djuntunen	10/9/16 15:38	0	5	Less than three hours til taco bell 					
aclark827	10/9/16 15:38	0	0	I just checked in at Taco Bell with #mPLUSPlaces Download today! http:// bit.ly/gomplaces			#mPLUSPlaces	7.85248E+17	https://twitter.com/aclark827/status/785247997017878528
_emilyeneix_	10/9/16 15:37	1	2	i'll never go kayaking again but here's to al's bday and her fancy taco bell dinner pic.twitter.com/0zA2zRZI2G				7.85248E+17	https://twitter.com/_emilyeneix_/status/785247946006732800
ShaggyDave640	10/9/16 15:37	0	0	Pizza Hut is one of those places that you crave but immediately regret 30 mins after. I have that problem. Same with KFC & Taco Bell . Oh...				7.85248E+17	https://twitter.com/ShaggyDave640/status/785247831699357696
PabloCarr01	10/9/16 15:37	0	1	Si su vida sexual ha muerto visite #TacoBell o #Izabal pic.twitter.com/3KhKIsQILF			#TacoBell #Izabal	7.85248E+17	https://twitter.com/PabloCarr01/status/785247817740591105
nicole_nowaak	10/9/16 15:37	0	2	@WernerCarleigh @TweetLikeAGirI third home was obvi taco bell		@WernerCarleigh @TweetLikeAGirI		7.85248E+17	https://twitter.com/nicole_nowaak/status/785247811302490117
yagirlnaee_	10/9/16 15:37	0	1	I eat Taco Bell all day everyday it's so good				7.85248E+17	https://twitter.com/yagirlnaee_/status/785247729807073280
Jacobblake21	10/9/16 15:36	0	3	Taco bell was not the move after binge Drinking all weekend	Tennessee				
__Miikalyaa	10/9/16 15:36	0	0	@ImKeria_ you aint even at kfc/ taco bell no more are you ? & huntty no not near i been going through a mid life crisis		@ImKeria_		7.85248E+17	https://twitter.com/__Miikalyaa/status/785247649150689280
wyshynski	10/9/16 15:36	2	35	My 8 fav foods 1. Pizza 2. Taco Bell 3. B/E/C b-fast sandwich 4. Scotch 5. Apples 6. Buffalo Wings 7. Salmon roe sushi w/ quail egg 8. Steak				7.85248E+17	https://twitter.com/wyshynski/status/785247618083545089
LookInTheMeera_	10/9/16 15:36	1	0	That Taco Bell just made me sick as fuck.				7.85248E+17	https://twitter.com/LookInTheMeera_/status/785247591965585408
Marketing2me	10/9/16 15:36	0	1	Una habitaciÌ_n en un restaurante de Taco Bell es la Ì¼ltima ‰ÛÏlocura‰Û de Airbnb http:// dlvr.it/MQc2tt				7.85248E+17	https://twitter.com/Marketing2me/status/785247546595680256
JustCallMeIce	10/9/16 15:35	0	0	Taco Bell sounds good right about now. Haven't ate that in a min				7.85247E+17	https://twitter.com/JustCallMeIce/status/785247463443660801
Incog	10/9/16 15:35	0	0	@aleesohnn I may have choke-laughed in a Taco Bell		@aleesohnn		7.85247E+17	https://twitter.com/Incog/status/785247340382740481
basedmarth	10/9/16 15:35	0	0	pleasei just want my taco bell i				7.85247E+17	https://twitter.com/basedmarth/status/785247259436863489
WojLiz	10/9/16 15:34	1	0	You know you're in new Britain when there's no outdoor handle at tacobell @gingerellllaa_		@gingerellllaa_		7.85247E+17	https://twitter.com/WojLiz/status/785247175798382592
JurassicGriffin	10/9/16 15:34	0	0	"Girl at Taco Bell got called out on her shirt bullshit. Her shirt said fire sauce was back. A guy was like Where's the fire sauce?!?"""""				7.85247E+17	https://twitter.com/JurassicGriffin/status/785247137974063104
ZiriyahCakesss	10/9/16 15:34	0	0	Idk why I got taco bell my stomach hurting so bad	Houston				
queen_riiss23	10/9/16 15:34	1	3	Taco bell $5 box sounds so rn				7.85247E+17	https://twitter.com/queen_riiss23/status/785247125940543488
__nimco	10/9/16 15:34	0	3	"today at taco bell : lemme start a halal streak with you"""""				7.85247E+17	https://twitter.com/__nimco/status/785246974350127105
panbucky	10/9/16 15:34	0	0	@psighlock i feel the need to tell u that i got back into my car and bought taco bell riP		@psighlock		7.85247E+17	https://twitter.com/panbucky/status/785246964170395648
the_rat_mom	10/9/16 15:33	0	3	Praise be unto God for allowing me to have a rat daughter that brings me tacos..even if she did find them from the dumpster behind Taco Bell				7.85247E+17	https://twitter.com/the_rat_mom/status/785246863226204161
FZ0031	10/9/16 15:33	0	1	When you throw up right after you eat taco bell				7.85247E+17	https://twitter.com/FZ0031/status/785246854481080320
Dhym07	10/9/16 15:33	0	2	@27thoffy I'll give you 3 bucks					
ItsKdh	10/9/16 15:33	0	0	I still never tried Taco Bell idk how that's even possible				7.85247E+17	https://twitter.com/ItsKdh/status/785246744514887680
chaseinthebox	10/9/16 15:32	0	0	. @tacobell @getstealz pic.twitter.com/cIpZJiGSpT		@tacobell @getstealz		7.85247E+17	https://twitter.com/chaseinthebox/status/785246656652533761
yagirlnaee_	10/9/16 15:32	0	0	sooo in love with Taco Bell mann ( and sonic )				7.85247E+17	https://twitter.com/yagirlnaee_/status/785246597546323969
shslkamukura	10/9/16 15:32	0	0	but i ordered taco bell				7.85247E+17	https://twitter.com/shslkamukura/status/785246514964824064
unsaddening	10/9/16 15:32	0	6	@unsaddening so I'm at Taco Bell with my mom and little cousin and this black woman walks in. The lady walks in front of us because we were-		@unsaddening		7.85246E+17	https://twitter.com/unsaddening/status/785246480265347074
ethanrwb	10/9/16 15:31	0	0	I liked a @YouTube video http:// youtu.be/dNeaf2m_vyA?a TASTING VEGAN TACO BELL ITEMS | Shane Dawson Remake | #veganized		@YouTube	#veganized	7.85246E+17	https://twitter.com/ethanrwb/status/785246436392857600
basedmarth	10/9/16 15:31	0	0	i am literally just going to the gas station and taco bell drive thru				7.85246E+17	https://twitter.com/basedmarth/status/785246395674439680
almaelenarojas	10/9/16 15:31	0	0	Siempre quiero taco bell :C				7.85246E+17	https://twitter.com/almaelenarojas/status/785246382508548097
ethan_pigg	10/9/16 15:31	0	1	@bellefischer I pay more attention to the menu at Taco Bell than my teacher.		@bellefischer		7.85246E+17	https://twitter.com/ethan_pigg/status/785246376804384768
TherealDonski43	10/9/16 15:31	0	0	I ain't fuckin with Taco Bell they be skimpin				7.85246E+17	https://twitter.com/TherealDonski43/status/785246309624066048
Jesse_Watrous	10/9/16 15:30	0	0	#TacoBell as a healthy fast food restaurant? When I read the article					
Sappy519	10/9/16 15:30	0	0	@Molarity1983 I always make sure there is Taco Bell a appropriate distance away anywhere I move. ;) We are genetically program to love TB!		@Molarity1983		7.85246E+17	https://twitter.com/Sappy519/status/785246135518650368
shitmytittyout	10/9/16 15:30	1	0	brock: i want taco bell me: dude i hate taco bell brock: hangs up				7.85246E+17	https://twitter.com/shitmytittyout/status/785246091868532741
ashleegladz	10/9/16 15:30	1	10	my dad just called baja blast 'bahama breeze' at the taco bell drive thru				7.85246E+17	https://twitter.com/ashleegladz/status/785246068703453184
weballl_	10/9/16 15:30	0	16	Went 2 get Wyatt from work @12 last night					
blodico	10/9/16 15:30	0	0	Airbnb monta un habitaciÌ_n en un restaurante Taco Bell #TacoBell #Airbnb http://www. blodico.com/147603517970 #followme			#TacoBell #Airbnb #followme	7.85246E+17	https://twitter.com/blodico/status/785245973756862465
dickovermykids	10/9/16 15:29	0	1	I've never been so bored in my life. Everything is closed here because of the aftermath of the hurricane except for taco bell				7.85246E+17	https://twitter.com/dickovermykids/status/785245895759634433
cadavcar002	10/9/16 15:29	0	0	@ChrisOflyng I care about you and still appreciate you even tho you spilled your Taco Bell tea.		@ChrisOflyng		7.85246E+17	https://twitter.com/cadavcar002/status/785245892559405057
BlurrBerrrrry	10/9/16 15:29	1	1	Cinnamon twist from Taco Bell . v slept on				7.85246E+17	https://twitter.com/BlurrBerrrrry/status/785245857721438208
gooddaylunae	10/9/16 15:29	0	5	"friend texts me what are you doing?"" I reply sitting in a parking lot eating Taco Bell while listening to Formation."""				7.85246E+17	https://twitter.com/gooddaylunae/status/785245856203051008
Molarity1983	10/9/16 15:29	0	1	@Sappy519 that is me					
victoriaaeunice	10/9/16 15:28	0	1	i really really reaaaaaally want taco bell				7.85246E+17	https://twitter.com/victoriaaeunice/status/785245668939968512
ClasCap	10/9/16 15:28	0	1	#siguemeytesigo Una habitaciÌ_n en un restaurante de Taco Bell es la Ì¼ltima ‰ÛÏlocura‰Û de Airbnb http:// dlvr.it/MQbzdV de @e7_radio		@e7_radio	#siguemeytesigo	7.85246E+17	https://twitter.com/ClasCap/status/785245594851815424
DeadSun63	10/9/16 15:28	0	0	@sploggles ye					
will_A_young	10/9/16 15:28	2	4	You'll never catch me at Taco Bell shit nasty af https:// twitter.com/theciassicjams /status/785223575754211332 ‰Û_				7.85246E+17	https://twitter.com/will_A_young/status/785245529366077440
alyssakon	10/9/16 15:28	0	0	potato soft tacos from taco bell are the only thing that can put me in a good mood. jesus				7.85246E+17	https://twitter.com/alyssakon/status/785245520432394240
amayalacreexo	10/9/16 15:27	0	0	i want a slushee from taco bell				7.85245E+17	https://twitter.com/amayalacreexo/status/785245355457835008
sydney3xs	10/9/16 15:27	4	14	Apparently Taco Bell has reopened it really is the day of the Lord				7.85245E+17	https://twitter.com/sydney3xs/status/785245313778921472
lilyrosegurl	10/9/16 15:27	0	1	Anybody want to hit up a Taco Bell or McDonald's tonight???				7.85245E+17	https://twitter.com/lilyrosegurl/status/785245302836035585
CleliaRose	10/9/16 15:27	1	10	Wen ur Taco Bell order is as long as the Torah				7.85245E+17	https://twitter.com/CleliaRose/status/785245265850753024
Sappy519	10/9/16 15:27	0	13	More friends getting engaged					
_MollySpeed_	10/9/16 15:26	0	2	If you haven't had an Airhead Mystery Freeze from Taco Bell 					
gvnjv_gremlin	10/9/16 15:26	0	0	Need me a Mexican shawty to make me homemade tacobell and a Chinese lil bih to cool me lomein				7.85245E+17	https://twitter.com/gvnjv_gremlin/status/785245147105792000
gvnjv_gremlin	10/9/16 15:26	0	0	Tacobell be tripping always taking off the best shit off they menu				7.85245E+17	https://twitter.com/gvnjv_gremlin/status/785245043976273920
FredPenworth	10/9/16 15:26	0	0	To go to Taco Bell or not go to Taco Bell ? What do I do?				7.85245E+17	https://twitter.com/FredPenworth/status/785244998224740352
coffeeaddict_94	10/9/16 15:26	1	1	Finally getting my nails done after months					
Confused_Jarod	10/9/16 15:26	0	0	@ReinaScully Doesn't even happen when i eat Taco Bell		@ReinaScully		7.85245E+17	https://twitter.com/Confused_Jarod/status/785244990213591040
expta	10/9/16 15:25	0	2	The view from inside and from the deck of the world's most beautiful Taco Bell . https://www. thrillist.com/eat/nation/tac o-bell-the-greatest-taco-bell-in-the-world-is-in-pacifica-ca ‰Û_ pic.twitter.com/DqeMOKKko5				7.85245E+17	https://twitter.com/expta/status/785244820344221696
Austinleeturner	10/9/16 15:25	0	1	So important question is Taco Bell open orrrrrrr nah?				7.85245E+17	https://twitter.com/Austinleeturner/status/785244798752067584
MercadeoHoy	10/9/16 15:25	0	0	Una habitaciÌ_n en un restaurante de Taco Bell es la Ì¼ltima ‰ÛÏlocura‰Û de Airbnb http:// dlvr.it/MQbyFj				7.85245E+17	https://twitter.com/MercadeoHoy/status/785244777159598084
MercadeoHoy	10/9/16 15:25	0	0	Una habitaciÌ_n en un restaurante de Taco Bell es la Ì¼ltima ‰ÛÏlocura‰Û de Airbnb http:// dlvr.it/MQby8x				7.85245E+17	https://twitter.com/MercadeoHoy/status/785244766485094400
AdamSavin	10/9/16 15:24	0	0	Two whole Doubledillas					
probabIycrying	10/9/16 15:24	1	10	i hope no one takes my advice i believe in the universe so strongly i think everything is a sign even fucking taco bell sauce wrappers				7.85245E+17	https://twitter.com/probabIycrying/status/785244518903787520
KylieMariee2000	10/9/16 15:22	0	1	update: i got my taco bell				7.85244E+17	https://twitter.com/KylieMariee2000/status/785244193899814913
diana__016	10/9/16 15:22	0	9	Went out intending to buy groceries. Got a pedicure					
boone_ashton	10/9/16 15:22	0	0	Is Taco Bell still around #RIPCaleb #bakepoato			#RIPCaleb #bakepoato	7.85244E+17	https://twitter.com/boone_ashton/status/785244036579950592
DeadSun63	10/9/16 15:21	0	0	People don't understand how much Boston needs taco bell				7.85244E+17	https://twitter.com/DeadSun63/status/785243802499944448
Rogerfe29999095	10/9/16 15:21	0	0	Just posted a photo @Taco Bell https://www. instagram.com/p/BLW9ZUyghgBx GcG0z8fWyxxK9q9kemcRB1_JP40/ ‰Û_		@Taco		7.85244E+17	https://twitter.com/Rogerfe29999095/status/785243787283034112
Mackj001	10/9/16 15:21	0	0	@Augscura come catch my cold. You'll be shitting in no time #5rounds #blowhole #scoots #DasRuns #TacoBell #hashtag	Prince George				
COBEBRO	10/9/16 15:21	0	0	@ochocinco are you fan of taco bell ?	East Northport				
sludgement	10/9/16 15:21	0	10	"its hard because one of them has to be every picture of micolash in devins comic about the combination byrgenwerth and taco bell """""				7.85244E+17	https://twitter.com/sludgement/status/785243731804979200
tacobellrealaf	10/9/16 15:21	0	0	Don't you wish Taco Bell served brunch? I'll tell you a secret					
LarryDavid_420	10/9/16 15:20	0	1	Dear Taco Bell employee					
FellRedBones	10/9/16 15:20	0	0	"@SmolTacoMuncher ... Taco Bell ?"" ...Eh. What the hey. Red hoists Blue"					
